<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
11.02.2020;17:56:00;110384;115227;107959;115227;31
11.02.2020;17:57:00;109728;115271;108133;109702;81
11.02.2020;17:57:59;112578;115171;107966;108306;22
11.02.2020;17:59:00;112730;115160;107935;108633;31
11.02.2020;18:00:00;113515;115243;107958;109799;59
11.02.2020;18:01:00;113743;115210;108483;114983;1
11.02.2020;18:02:00;108662;115073;107978;112334;5
11.02.2020;18:03:00;110158;115250;108034;112705;58
11.02.2020;18:04:00;110211;115299;108078;109991;94
11.02.2020;18:05:00;109305;115072;107954;112438;51
11.02.2020;18:06:00;109791;115223;107914;115223;60
11.02.2020;18:07:00;109158;115220;107959;111141;13
11.02.2020;18:08:00;111837;115252;108295;110522;74
11.02.2020;18:09:00;114541;115172;107941;113563;94
11.02.2020;18:10:00;109660;115038;107980;108313;15
11.02.2020;18:11:00;114118;115284;108019;114091;64
11.02.2020;18:12:00;111263;115123;108089;111993;85
11.02.2020;18:13:00;114226;115144;107970;113545;54
11.02.2020;18:14:00;111726;115277;108149;112562;4
11.02.2020;18:15:00;108234;114956;108091;108940;56
11.02.2020;18:16:00;108045;115263;107900;108065;11
11.02.2020;18:17:00;111774;115279;108345;114174;60
11.02.2020;18:18:00;110213;115243;107968;112645;68
11.02.2020;18:18:59;113114;115176;108087;110142;36
11.02.2020;18:19:59;110939;115183;108021;109838;56
11.02.2020;18:21:00;108939;115258;108087;111799;86
11.02.2020;18:22:00;109557;115294;107975;112878;30
11.02.2020;18:22:59;113452;115265;107954;111928;31
11.02.2020;18:23:59;109870;115255;107906;112789;17
11.02.2020;18:25:00;114504;115234;107914;108612;52
11.02.2020;18:26:00;108980;115275;108070;111069;75
11.02.2020;18:26:59;112906;115215;107967;110232;49
11.02.2020;18:27:59;109333;115281;107905;114037;8
11.02.2020;18:29:00;109407;115156;108112;108816;70
11.02.2020;18:30:00;113285;115100;108062;109766;52
11.02.2020;18:30:59;108834;114922;107989;108731;47
11.02.2020;18:32:00;108360;115268;107949;113895;92
11.02.2020;18:33:00;114506;115017;107994;114025;21
11.02.2020;18:34:00;114058;115137;108041;108910;7
11.02.2020;18:34:59;113655;115281;107903;113444;56
11.02.2020;18:36:00;112295;115137;108034;114475;95
11.02.2020;18:37:00;110644;115213;108009;115008;3
11.02.2020;18:38:00;113473;115141;107914;110711;61
11.02.2020;18:38:59;110488;114821;108020;110389;79
11.02.2020;18:40:00;113941;115262;108381;111436;57
11.02.2020;18:41:00;114942;115261;107944;112033;38
11.02.2020;18:42:00;108189;115292;107926;111147;97
11.02.2020;18:42:59;111802;115241;107989;112163;29
11.02.2020;18:44:00;113774;115268;108031;108951;7
11.02.2020;18:45:00;111729;115140;108242;112447;6
11.02.2020;18:46:00;107913;115266;107907;115266;44
11.02.2020;18:47:00;110960;115039;107931;112667;94
11.02.2020;18:48:00;110401;115190;107904;110744;72
11.02.2020;18:49:00;113711;115035;107954;113112;20
11.02.2020;18:50:00;114575;115056;107999;107999;5
11.02.2020;18:51:00;113146;115187;107931;112028;93
11.02.2020;18:52:00;113665;115139;107907;114075;61
11.02.2020;18:53:00;111641;115294;108021;109269;26
11.02.2020;18:54:00;109503;114913;108023;111041;79
11.02.2020;18:55:00;111312;115169;107904;111273;75
11.02.2020;18:56:00;110587;115235;107905;108654;1
11.02.2020;18:57:00;112017;115240;107906;108412;66
11.02.2020;18:58:00;109187;115215;108126;111935;41
11.02.2020;18:59:00;108390;115124;108142;110341;81
11.02.2020;19:00:00;109149;115126;107996;108585;98
11.02.2020;19:01:00;109854;115231;107908;111022;47
11.02.2020;19:02:00;112777;115189;107930;113638;86
11.02.2020;19:03:00;114211;115106;108032;113943;23
11.02.2020;19:04:00;109700;115258;108187;113716;26
11.02.2020;19:05:00;113403;115290;107911;109981;8
11.02.2020;19:06:00;108279;115177;108034;108730;8
11.02.2020;19:07:00;111822;115286;107902;112315;50
11.02.2020;19:08:00;110215;115226;108016;109536;65
11.02.2020;19:09:00;109695;115241;107965;110207;92
11.02.2020;19:10:00;113786;115256;108009;111851;2
11.02.2020;19:11:00;111952;115219;107934;113753;81
11.02.2020;19:12:00;109474;115217;107970;115217;11
11.02.2020;19:13:00;111444;115220;107907;111678;48
11.02.2020;19:14:00;111888;115218;107981;111772;1
11.02.2020;19:15:00;109577;115242;108112;113448;29
11.02.2020;19:16:00;111150;115289;107976;109810;42
11.02.2020;19:17:00;110295;115130;108242;112460;64
11.02.2020;19:18:00;112218;114841;107964;108860;75
11.02.2020;19:19:00;113224;115146;107903;111727;89
11.02.2020;19:19:59;110827;115295;107914;110239;40
11.02.2020;19:21:00;108950;115248;108186;115024;89
11.02.2020;19:22:00;115179;115179;107954;107954;52
11.02.2020;19:23:00;110879;115014;107909;113721;61
11.02.2020;19:23:59;110244;114822;108095;114624;84
11.02.2020;19:25:00;113507;115277;107949;114083;86
11.02.2020;19:26:00;110049;115257;108120;110548;50
11.02.2020;19:27:00;113632;115201;108023;114016;11
11.02.2020;19:27:59;110836;115189;107932;109550;93
11.02.2020;19:29:00;115181;115264;108075;108211;47
11.02.2020;19:30:00;108658;115285;107984;110089;93
11.02.2020;19:31:00;111838;115241;107903;114480;51
11.02.2020;19:32:00;113812;115218;108459;114185;98
11.02.2020;19:33:00;113851;114932;107962;108284;66
11.02.2020;19:34:00;110440;115196;108184;111700;93
11.02.2020;19:35:00;111484;114939;107938;112755;56
11.02.2020;19:36:00;111128;115200;108339;108524;54
11.02.2020;19:37:00;115214;115227;107918;113093;41
11.02.2020;19:38:00;109019;115095;107983;115095;88
11.02.2020;19:39:00;111492;115155;107958;114081;95
11.02.2020;19:40:00;109378;115274;108062;113142;42
11.02.2020;19:41:00;110576;115279;107976;114072;47
11.02.2020;19:42:00;110660;115257;107978;114399;79
11.02.2020;19:43:00;108717;115157;107960;114691;52
11.02.2020;19:44:00;114183;115220;107949;112391;78
11.02.2020;19:45:00;111945;115284;107944;115235;6
11.02.2020;19:46:00;109732;115278;107958;113680;67
11.02.2020;19:47:00;113106;115146;108057;109023;29
11.02.2020;19:48:00;112736;115272;108061;112583;95
11.02.2020;19:49:00;109504;115137;108205;108205;68
11.02.2020;19:50:00;110243;115298;107954;108065;61
11.02.2020;19:51:00;112560;114874;107994;111736;64
11.02.2020;19:52:00;113563;115191;108037;110416;29
11.02.2020;19:53:00;110698;115060;108286;115060;77
11.02.2020;19:54:00;114023;115069;108042;110008;95
11.02.2020;19:55:00;112888;115120;107955;114392;18
11.02.2020;19:56:00;114675;115192;107933;108327;41
11.02.2020;19:57:00;113614;114816;108237;111451;43
11.02.2020;19:58:00;110517;115231;107967;108258;48
11.02.2020;19:59:00;110429;115188;107984;114789;25
11.02.2020;20:00:00;113330;115033;108268;112324;95
11.03.2020;10:00:00;108587;115254;108004;114775;13
11.03.2020;10:01:00;110695;115290;107996;110933;79
11.03.2020;10:02:00;112789;115277;107959;110183;27
11.03.2020;10:03:00;112369;114797;107939;110860;69
11.03.2020;10:04:00;108951;115274;107995;109936;16
11.03.2020;10:05:00;108316;115140;108189;111233;72
11.03.2020;10:06:00;113793;115204;108063;111264;39
11.03.2020;10:07:00;108139;115080;107945;115045;85
11.03.2020;10:08:00;109797;115238;107971;112842;46
11.03.2020;10:09:00;108009;115102;107903;112598;66
11.03.2020;10:10:00;114035;115270;107935;108129;54
11.03.2020;10:11:00;113226;115209;108142;114835;45
11.03.2020;10:12:00;111738;115242;108146;110371;37
11.03.2020;10:13:00;109335;115245;108007;115043;87
11.03.2020;10:14:00;110021;115276;107949;111401;97
11.03.2020;10:15:00;108249;115268;108227;113606;63
11.03.2020;10:16:00;108887;115264;107990;112206;35
11.03.2020;10:17:00;111445;115208;108056;112724;84
11.03.2020;10:18:00;114704;115247;108004;111531;22
11.03.2020;10:19:00;111115;114896;107951;112826;26
11.03.2020;10:20:00;114231;115040;108178;108920;42
11.03.2020;10:21:00;112021;114915;107907;114624;10
11.03.2020;10:22:00;110134;115216;107929;111722;46
11.03.2020;10:23:00;109475;115258;107916;111392;59
11.03.2020;10:24:00;109285;114976;108043;111457;67
11.03.2020;10:24:59;112291;114949;107993;109028;63
11.03.2020;10:26:00;114355;115278;108216;115245;19
11.03.2020;10:26:59;111404;115294;108080;114711;13
11.03.2020;10:28:00;112342;115272;108022;111086;17
11.03.2020;10:28:59;111903;115199;107904;108211;53
11.03.2020;10:30:00;115105;115207;107915;110347;37
11.03.2020;10:31:00;110273;115275;108035;111513;9
11.03.2020;10:32:00;113528;115229;107971;112342;22
11.03.2020;10:33:00;112159;115283;107909;109812;41
11.03.2020;10:34:00;110295;115276;108079;109227;80
11.03.2020;10:35:00;114789;115282;107903;115148;96
11.03.2020;10:36:00;112110;115260;107936;115140;72
11.03.2020;10:37:00;114825;115133;107950;108194;6
11.03.2020;10:38:00;108490;115095;108284;110446;34
11.03.2020;10:39:00;108224;115177;107926;109700;20
11.03.2020;10:40:00;108632;115219;108087;109717;68
11.03.2020;10:41:00;114630;115150;108360;110694;16
11.03.2020;10:42:00;114520;115273;108095;108407;94
11.03.2020;10:43:00;115249;115249;107907;112198;67
11.03.2020;10:44:00;109849;115285;107918;114343;28
11.03.2020;10:45:00;110779;115173;108072;108508;7
11.03.2020;10:46:00;114656;115130;108010;113166;11
11.03.2020;10:47:00;113497;115030;108017;112183;55
11.03.2020;10:48:00;110355;115280;108022;112664;79
11.03.2020;10:49:00;115133;115276;107987;115220;93
11.03.2020;10:50:00;111584;115031;108127;111573;97
11.03.2020;10:51:00;112751;115295;107928;112485;15
11.03.2020;10:52:00;109839;115088;108026;114431;30
11.03.2020;10:53:00;109733;115236;107964;110190;91
11.03.2020;10:54:00;113103;115157;107981;109025;16
11.03.2020;10:55:00;113967;115294;107916;115038;83
11.03.2020;10:56:00;109518;115177;108165;110876;55
11.03.2020;10:57:00;110625;115289;108011;109691;90
11.03.2020;10:58:00;114337;115127;108113;112780;27
11.03.2020;10:59:00;108153;114642;107990;110591;95
11.03.2020;11:00:00;111776;115171;107977;110494;22
11.03.2020;11:01:00;109297;115165;107909;112760;71
11.03.2020;11:02:00;113041;115291;108136;110173;72
11.03.2020;11:03:00;114229;115295;108034;110341;1
11.03.2020;11:04:00;112862;115093;108286;112517;98
11.03.2020;11:05:00;113103;115250;107930;108286;78
11.03.2020;11:06:00;109380;115265;108175;112540;96
11.03.2020;11:07:00;112368;115102;107987;112092;81
11.03.2020;11:08:00;109077;115177;107932;113907;67
11.03.2020;11:09:00;112860;115237;108047;114519;95
11.03.2020;11:09:59;111898;115224;107964;113140;53
11.03.2020;11:11:00;109185;115249;107990;112733;85
11.03.2020;11:11:59;110089;115264;107918;114618;5
11.03.2020;11:13:00;110571;115290;107985;110763;10
11.03.2020;11:13:59;114826;115266;108118;113150;84
11.03.2020;11:15:00;111524;115218;107961;115218;42
11.03.2020;11:17:00;108718;115149;107942;114397;41
11.03.2020;11:18:00;112068;114968;108118;110225;88
11.03.2020;11:19:00;108906;115263;108103;113806;50
11.03.2020;11:20:00;109972;115208;108085;115164;25
11.03.2020;11:21:00;108503;115254;107902;110356;72
11.03.2020;11:22:00;113177;115232;107970;108902;46
11.03.2020;11:23:00;110193;115237;107927;107969;76
11.03.2020;11:24:00;114715;115148;107914;108898;59
11.03.2020;11:25:00;107924;114962;107924;111743;66
11.03.2020;11:26:00;113000;115175;108149;110099;3
11.03.2020;11:27:00;115084;115280;108341;108688;54
11.03.2020;11:28:00;113174;114972;108107;111657;14
11.03.2020;11:29:00;112372;115280;107969;111159;78
11.03.2020;11:30:00;113236;115259;107905;110494;62
11.03.2020;11:31:00;108302;115178;108026;111074;80
11.03.2020;11:32:00;109112;115215;108186;112598;54
11.03.2020;11:33:00;108541;115203;108005;108802;4
11.03.2020;11:34:00;111864;115257;107900;109399;16
11.03.2020;11:35:00;110606;115260;107924;109851;95
11.03.2020;11:36:00;110014;115205;107926;114686;83
11.03.2020;11:37:00;112125;115289;108277;111468;57
11.03.2020;11:38:00;109174;115167;108116;109554;91
11.03.2020;11:39:00;109709;115173;108082;112742;89
11.03.2020;11:40:00;111258;115239;108003;114431;86
11.03.2020;11:41:00;114735;115279;108089;108199;19
11.03.2020;11:42:00;109785;114953;107979;111796;75
11.03.2020;11:43:00;111623;115280;107900;112156;67
11.03.2020;11:44:00;112195;115110;108104;108919;56
11.03.2020;11:45:00;114386;115238;108128;110808;74
11.03.2020;11:46:00;109706;115123;107944;109849;28
11.03.2020;11:47:00;111397;115285;108087;112414;64
11.03.2020;11:48:00;108721;115154;108007;108555;95
11.03.2020;11:49:00;110603;115160;108198;110458;68
11.03.2020;11:50:00;109083;115247;108319;110077;75
11.03.2020;11:51:00;112174;115005;108115;113500;77
11.03.2020;11:52:00;110017;115262;108091;113601;78
11.03.2020;11:53:00;108027;114769;108021;111709;19
11.03.2020;11:54:00;112612;115275;108053;113463;35
11.03.2020;11:54:59;112466;115022;107973;109747;92
11.03.2020;11:56:00;113689;115142;108060;111530;96
11.03.2020;11:56:59;109459;115204;107953;109954;77
11.03.2020;11:58:00;113271;115106;107911;111635;30
11.03.2020;11:58:59;109472;115203;107975;113371;67
11.03.2020;12:00:00;115143;115149;107920;110855;69
11.03.2020;12:01:00;115130;115182;107984;114492;72
11.03.2020;12:02:00;112623;115046;108016;115046;93
11.03.2020;12:03:00;111869;115187;108001;113218;35
11.03.2020;12:04:00;113867;115223;107989;112030;40
11.03.2020;12:05:00;108784;115188;108032;113905;65
11.03.2020;12:06:00;114684;115153;108213;113413;63
11.03.2020;12:07:00;109034;115130;107942;109036;29
11.03.2020;12:08:00;115159;115258;108010;108999;71
11.03.2020;12:09:00;108405;115134;107955;108121;92
11.03.2020;12:10:00;108723;115258;108063;110945;8
11.03.2020;12:11:00;109553;115141;107997;111816;97
11.03.2020;12:12:00;113697;114753;108021;110971;83
11.03.2020;12:13:00;110755;115058;107923;108317;92
11.03.2020;12:14:00;108369;115125;107900;110663;48
11.03.2020;12:15:00;109343;114963;108208;111643;56
11.03.2020;12:16:00;110747;115220;107989;113816;41
11.03.2020;12:17:00;112344;115107;107934;111131;85
11.03.2020;12:18:00;110533;115207;108070;111591;9
11.03.2020;12:18:59;111653;114883;107953;113955;57
11.03.2020;12:20:59;108771;115158;108064;114840;26
11.03.2020;12:22:00;110592;115166;107968;108567;1
11.03.2020;12:22:59;115211;115296;108425;108425;5
11.03.2020;12:24:00;109091;114998;107911;108527;60
11.03.2020;12:24:59;110475;115122;107941;109486;25
11.03.2020;12:26:00;113769;115093;107936;112117;82
11.03.2020;12:26:59;108978;114985;107922;114985;75
11.03.2020;12:28:00;108256;115087;108012;112686;75
11.03.2020;12:28:59;112917;115183;107981;112244;21
11.03.2020;12:30:00;114033;115225;108033;109002;79
11.03.2020;12:31:00;111477;115287;108090;110566;40
11.03.2020;12:32:00;114018;115296;107956;111584;53
11.03.2020;12:33:00;108796;115297;108022;109791;81
11.03.2020;12:34:00;108500;114982;107905;108182;95
11.03.2020;12:35:00;109153;115062;108091;112432;98
11.03.2020;12:36:00;109527;115133;107919;112775;89
11.03.2020;12:37:00;110919;115259;107918;113593;10
11.03.2020;12:38:00;110364;115234;107965;110571;61
11.03.2020;12:39:00;111294;115033;107906;114744;81
11.03.2020;12:40:00;109570;115284;107949;115109;57
11.03.2020;12:41:00;113889;115288;107964;113340;84
11.03.2020;12:42:00;109438;114857;107950;110911;17
11.03.2020;12:43:00;109118;115285;108377;108829;38
11.03.2020;12:44:00;109981;115230;107918;109810;20
11.03.2020;12:45:00;114789;115272;108095;113239;44
11.03.2020;12:46:00;110483;115008;108209;111882;75
11.03.2020;12:47:00;110981;115289;108102;111412;75
11.03.2020;12:48:00;115183;115183;107940;110487;36
11.03.2020;12:49:00;114051;115219;107928;109243;1
11.03.2020;12:50:00;114053;115288;107903;115175;37
11.03.2020;12:51:00;109992;114992;107905;109868;48
11.03.2020;12:52:00;112113;115221;107937;113602;11
11.03.2020;12:53:00;109809;115286;107944;111254;67
11.03.2020;12:54:00;112318;114961;107910;108431;37
11.03.2020;12:55:00;114462;115268;107924;108090;27
11.03.2020;12:56:00;111667;115228;107985;112988;80
11.03.2020;12:57:00;113926;115292;108368;113126;40
11.03.2020;12:58:00;110184;115242;107913;108798;89
11.03.2020;12:59:00;110907;115275;108034;112534;28
11.03.2020;13:00:00;111449;115192;107973;110767;22
11.03.2020;13:01:00;112994;115192;107925;110907;78
11.03.2020;13:02:00;112326;115213;108011;110717;40
11.03.2020;13:03:00;109952;115220;107939;110164;92
11.03.2020;13:03:59;115042;115118;107951;110281;14
11.03.2020;13:05:00;109925;115110;107929;111204;26
11.03.2020;13:05:59;111505;115283;108016;113531;74
11.03.2020;13:07:00;113610;115144;107911;108295;93
11.03.2020;13:07:59;112172;115165;108280;110762;61
11.03.2020;13:09:00;112827;115271;108122;108660;84
11.03.2020;13:09:59;111131;115276;108194;110022;5
11.03.2020;13:11:00;110963;115267;107923;114162;77
11.03.2020;13:11:59;111663;114971;107954;113770;85
11.03.2020;13:13:00;115158;115246;107958;108330;2
11.03.2020;13:13:59;113461;115186;108079;113054;31
11.03.2020;13:15:00;111208;115283;108175;111576;59
11.03.2020;13:16:00;109850;115170;107949;114836;5
11.03.2020;13:17:00;110894;115281;107925;113780;89
11.03.2020;13:18:00;113182;115208;108019;108646;73
11.03.2020;13:19:00;110533;115160;108064;113931;72
11.03.2020;13:20:00;114698;115230;107922;110399;28
11.03.2020;13:21:00;111818;115294;108115;113597;85
11.03.2020;13:22:00;113330;115155;108134;112927;93
11.03.2020;13:23:00;112626;115241;107943;109459;63
11.03.2020;13:24:00;114522;115264;108023;112196;49
11.03.2020;13:25:00;108583;115107;108105;113793;79
11.03.2020;13:26:00;114843;115241;108021;110233;23
11.03.2020;13:27:00;109303;115101;107951;112962;78
11.03.2020;13:28:00;110121;115217;107912;111047;61
11.03.2020;13:29:00;113019;114798;107906;114392;81
11.03.2020;13:30:00;110857;115139;107924;114783;78
11.03.2020;13:31:00;108345;115177;107916;113873;59
11.03.2020;13:32:00;108076;115278;107907;109868;75
11.03.2020;13:33:00;109158;115280;107912;110542;37
11.03.2020;13:34:00;113201;115181;107962;112706;64
11.03.2020;13:35:00;112249;115295;107992;114953;49
11.03.2020;13:36:00;109357;115255;108216;113946;97
11.03.2020;13:37:00;109301;115233;108186;109883;18
11.03.2020;13:38:00;113519;115262;107970;110830;28
11.03.2020;13:39:00;110593;115236;108412;113920;63
11.03.2020;13:40:00;109512;115263;107996;111010;85
11.03.2020;13:41:00;111735;115282;107955;110729;85
11.03.2020;13:42:00;108365;115164;107958;112866;18
11.03.2020;13:43:00;115294;115294;108095;108095;12
11.03.2020;13:44:00;113032;115198;108265;110607;3
11.03.2020;13:45:00;113596;115259;107993;110772;84
11.03.2020;13:46:00;109101;115280;107965;112695;55
11.03.2020;13:47:00;110791;115186;108107;110059;30
11.03.2020;13:48:00;113930;115213;108169;114121;28
11.03.2020;13:48:59;111093;115264;108233;113900;61
11.03.2020;13:50:00;111123;115207;108240;112191;41
11.03.2020;13:50:59;110522;114990;108245;113222;41
11.03.2020;13:52:00;113624;115205;107920;108804;62
11.03.2020;13:52:59;108240;115150;108234;112785;78
11.03.2020;13:54:00;108828;115205;107903;110404;83
11.03.2020;13:54:59;110404;115146;108007;113393;3
11.03.2020;13:56:00;114700;115286;107904;113545;21
11.03.2020;13:56:59;109770;115246;108008;110328;97
11.03.2020;13:58:00;109469;115045;108202;114945;37
11.03.2020;13:58:59;112681;115026;107925;114284;15
11.03.2020;14:00:00;108573;114985;108149;111681;8
11.03.2020;14:01:00;108842;115269;108006;113249;68
11.03.2020;14:02:00;115088;115209;108126;109455;10
11.03.2020;14:03:00;109820;115192;108110;110057;32
11.03.2020;14:04:00;108619;115295;107959;110768;34
11.03.2020;14:05:00;108573;115180;107925;114087;51
11.03.2020;14:06:00;112629;115210;107927;113681;4
11.03.2020;14:07:00;110589;115291;107994;113264;85
11.03.2020;14:08:00;111947;115191;107932;109751;47
11.03.2020;14:09:00;113693;115277;107935;109478;45
11.03.2020;14:10:00;112280;115270;108040;115058;94
11.03.2020;14:11:00;108051;115292;108051;111249;54
11.03.2020;14:12:00;111426;115259;108095;108710;41
11.03.2020;14:13:00;108166;115180;107983;109053;95
11.03.2020;14:14:00;110919;115193;108122;114641;58
11.03.2020;14:15:00;110315;115258;107907;112944;88
11.03.2020;14:16:00;111157;115117;107910;113793;65
11.03.2020;14:17:00;115269;115269;108079;113573;67
11.03.2020;14:18:00;111503;115243;108049;110667;26
11.03.2020;14:19:00;111299;115210;107906;109062;41
11.03.2020;14:20:00;114556;115249;107920;115041;27
11.03.2020;14:21:00;110043;115107;107945;114216;52
11.03.2020;14:22:00;109414;115143;107973;114174;58
11.03.2020;14:23:00;108872;115281;108021;110389;95
11.03.2020;14:24:00;112368;115108;107904;108310;61
11.03.2020;14:25:00;110573;115111;108073;110457;42
11.03.2020;14:26:00;114577;115272;108018;112501;7
11.03.2020;14:27:00;108089;115198;107963;108417;55
11.03.2020;14:28:00;108951;115271;108050;110184;72
11.03.2020;14:29:00;113157;115064;107941;110918;31
11.03.2020;14:30:00;113996;115299;107987;108267;12
11.03.2020;14:31:00;108127;115160;107989;112401;13
11.03.2020;14:32:00;114842;115214;107941;113755;58
11.03.2020;14:33:00;109443;115220;108059;110213;57
11.03.2020;14:33:59;113339;114843;107910;113812;1
11.03.2020;14:35:00;114047;115080;107958;109701;56
11.03.2020;14:35:59;111377;115060;107938;111968;54
11.03.2020;14:37:00;114400;115231;108071;112682;66
11.03.2020;14:37:59;108470;114974;107985;114633;60
11.03.2020;14:39:00;113115;114442;107904;112824;5
11.03.2020;14:39:59;112521;115235;107931;114972;15
11.03.2020;14:41:00;113543;115251;107900;109432;34
11.03.2020;14:41:59;114162;115099;108007;109726;18
11.03.2020;14:43:00;113259;114993;107943;112330;67
11.03.2020;14:43:59;113613;115175;107910;114970;98
11.03.2020;14:45:00;110559;115298;108023;108142;58
11.03.2020;14:46:00;110972;115147;108042;115147;66
11.03.2020;14:47:00;109073;115266;107930;110937;93
11.03.2020;14:48:00;111493;115183;107964;115024;84
11.03.2020;14:49:00;113662;115294;108128;111639;70
11.03.2020;14:50:00;114108;115243;108118;114768;12
11.03.2020;14:51:00;114608;115249;107998;109782;71
11.03.2020;14:52:00;114645;115175;107913;114835;67
11.03.2020;14:53:00;109741;115085;107929;112887;49
11.03.2020;14:54:00;111584;114921;107902;108425;54
11.03.2020;14:55:00;110946;115205;107901;110343;42
11.03.2020;14:56:00;111688;115276;107951;111681;15
11.03.2020;14:57:00;110181;115265;108116;114860;34
11.03.2020;14:58:00;109493;115221;108164;113582;9
11.03.2020;14:59:00;112088;115186;108227;114336;43
11.03.2020;15:00:00;108658;115272;107939;110837;46
11.03.2020;15:01:00;110278;115244;108053;109532;92
11.03.2020;15:02:00;108734;115163;107912;109372;4
11.03.2020;15:03:00;114713;115276;108046;111712;7
11.03.2020;15:04:00;108652;115248;108123;111035;42
11.03.2020;15:05:00;108019;115196;107971;110291;86
11.03.2020;15:06:00;113788;115272;108001;111133;47
11.03.2020;15:07:00;109423;115254;107900;113944;59
11.03.2020;15:08:00;109425;115237;107980;113599;74
11.03.2020;15:09:00;111006;114736;108014;110755;51
11.03.2020;15:10:00;109036;115264;107908;108469;79
11.03.2020;15:11:00;111844;115265;107976;109298;48
11.03.2020;15:12:00;108724;115284;107908;111379;6
11.03.2020;15:13:00;114463;115288;107906;112709;25
11.03.2020;15:14:00;110556;115262;108055;114004;27
11.03.2020;15:15:00;113497;115256;107936;112337;43
11.03.2020;15:16:00;111783;115151;107949;110169;21
11.03.2020;15:17:00;108220;115213;107919;108745;27
11.03.2020;15:18:00;110912;114967;108020;113034;79
11.03.2020;15:18:59;114760;115236;107941;113720;73
11.03.2020;15:20:00;108755;115279;108036;109786;60
11.03.2020;15:20:59;114824;115107;107916;107916;40
11.03.2020;15:22:00;112101;115268;107931;112868;89
11.03.2020;15:22:59;112487;115117;108066;112592;19
11.03.2020;15:24:00;114267;115203;107903;114777;65
11.03.2020;15:26:00;110554;115227;107964;113564;50
11.03.2020;15:26:59;113264;115299;108150;114503;38
11.03.2020;15:28:00;109314;115247;108224;112995;71
11.03.2020;15:28:59;107946;115197;107910;113017;22
11.03.2020;15:30:00;109984;115130;108034;114192;76
11.03.2020;15:31:00;108998;114926;107917;111488;39
11.03.2020;15:32:00;113174;115274;107920;108529;59
11.03.2020;15:33:00;108228;115122;107998;108159;64
11.03.2020;15:34:00;110797;114948;107963;111003;38
11.03.2020;15:35:00;110920;115254;107921;109203;26
11.03.2020;15:36:00;111021;115148;107932;108952;91
11.03.2020;15:37:00;109941;115298;108229;109169;80
11.03.2020;15:38:00;110467;115190;108136;109944;70
11.03.2020;15:39:00;109542;114927;108378;114254;25
11.03.2020;15:40:00;114823;115159;107945;107946;61
11.03.2020;15:41:00;108535;115218;108343;111775;51
11.03.2020;15:42:00;109968;115249;107948;111041;83
11.03.2020;15:43:00;108427;115256;107914;108198;55
11.03.2020;15:44:00;109534;115281;108128;114370;65
11.03.2020;15:45:00;110144;114991;107953;109251;84
11.03.2020;15:46:00;108977;115298;108079;112082;55
11.03.2020;15:47:00;112401;115006;108177;113374;45
11.03.2020;15:48:00;109413;115266;108066;111567;30
11.03.2020;15:49:00;110717;115242;108002;108897;52
11.03.2020;15:50:00;113822;115288;108017;113054;53
11.03.2020;15:51:00;113846;115134;107943;114074;18
11.03.2020;15:52:00;109507;115159;108084;115025;48
11.03.2020;15:53:00;112833;115228;108108;109952;28
11.03.2020;15:54:00;109484;115245;107914;109322;77
11.03.2020;15:55:00;112870;115046;108368;113360;53
11.03.2020;15:56:00;111296;114987;108027;112839;80
11.03.2020;15:57:00;113113;115257;108215;109952;56
11.03.2020;15:58:00;111807;115228;107936;109504;83
11.03.2020;15:59:00;110837;115204;107944;108282;2
11.03.2020;16:00:00;113895;115275;107940;111125;11
11.03.2020;16:01:00;109853;114944;107924;108296;10
11.03.2020;16:02:00;109163;115010;108238;113777;18
11.03.2020;16:03:00;113059;115138;107975;109012;80
11.03.2020;16:03:59;113211;115105;107986;109162;9
11.03.2020;16:04:59;108823;115252;107915;114863;5
11.03.2020;16:06:00;108374;115205;108053;111972;55
11.03.2020;16:07:00;111278;115219;108021;108021;4
11.03.2020;16:07:59;111811;115060;108055;110274;90
11.03.2020;16:08:59;111049;114944;107939;108276;4
11.03.2020;16:10:00;112087;115291;108039;108683;40
11.03.2020;16:11:00;110246;115229;108019;109411;69
11.03.2020;16:11:59;114109;115239;107935;110128;32
11.03.2020;16:12:59;114921;115231;108261;114689;75
11.03.2020;16:14:00;111088;115184;107984;111593;61
11.03.2020;16:15:00;114372;115125;108002;111876;88
11.03.2020;16:15:59;111536;115093;108271;108653;81
11.03.2020;16:17:00;114860;115173;107903;109593;48
11.03.2020;16:18:00;113510;115251;108136;108957;53
11.03.2020;16:19:00;110151;115134;107934;110834;95
11.03.2020;16:19:59;114441;115091;108143;109172;43
11.03.2020;16:21:00;114218;115134;108111;112995;28
11.03.2020;16:22:00;113612;115265;108230;110376;84
11.03.2020;16:23:00;112529;115201;108376;109348;38
11.03.2020;16:23:59;109587;115274;107989;111050;66
11.03.2020;16:25:00;110577;115228;107949;112870;58
11.03.2020;16:26:00;110962;114892;108115;110811;3
11.03.2020;16:27:00;111905;115263;108038;108149;22
11.03.2020;16:27:59;114295;115299;107943;111936;45
11.03.2020;16:29:00;108159;115216;107993;112604;23
11.03.2020;16:30:00;114474;115181;108124;108378;96
11.03.2020;16:31:00;113653;115233;108079;110728;59
11.03.2020;16:32:00;112434;115278;107929;115174;42
11.03.2020;16:33:00;115078;115264;108173;111448;94
